Year ended September,Kill status,Animal type,Unit,Value,Value Unit,Value Label,Null Reason,Metadata 1
1982,Graded for Export,Total Horses,Weight,,number,Kilograms,not available
1982,Graded for Export,Pigs (under 50kg),Weight,,number,Kilograms,not available
1982,Graded for Export,Pigs (50-64.9kg),Weight,,number,Kilograms,not available
1982,Graded for Export,Pigs (65-74.9kg),Weight,,number,Kilograms,not available
1982,Graded for Export,Pigs (75-84.9kg),Weight,,number,Kilograms,not available
1982,Graded for Export,Pigs (85-94.9kg),Weight,,number,Kilograms,not available
1982,Graded for Export,Pigs (95kg and above),Weight,,number,Kilograms,not available
1982,Graded for Export,Choppers,Weight,,number,Kilograms,not available
1982,Graded for Export,Total pigs,Weight,,number,Kilograms,not available
1982,Graded for Export,Hoggets,Weight,2184674,number,Kilograms,
1982,Graded for Export,Rams,Weight,430892,number,Kilograms,
1982,Graded for Export,Other Adult Sheep,Weight,127683068,number,Kilograms,
1982,Graded for Export,Total Adult Sheep,Weight,130298634,number,Kilograms,
1982,Graded for Export,Lambs,Weight,419732520,number,Kilograms,
1982,Graded for Export,Total All Sheep,Weight,550031154,number,Kilograms,
1982,Graded for Export,"Total Sheep, Cattle, Goats, Horses, and Pigs",Weight,940892956,number,Kilograms,
1982,Graded for Local,Vealers - Dairy,Weight,,number,Kilograms,not available
1982,Graded for Local,Heifers - Dairy,Weight,,number,Kilograms,not available
1982,Graded for Local,Cows - Dairy,Weight,,number,Kilograms,not available
1982,Graded for Local,Steers - Dairy,Weight,,number,Kilograms,not available
1982,Graded for Local,Bulls - Dairy,Weight,,number,Kilograms,not available
1982,Graded for Local,Total Adult Cattle - Dairy,Weight,,number,Kilograms,not available
1982,Graded for Local,Vealers - Beef,Weight,,number,Kilograms,not available
1982,Graded for Local,Heifers - Beef,Weight,,number,Kilograms,not available
1982,Graded for Local,Cows - Beef,Weight,,number,Kilograms,not available
1982,Graded for Local,Steers - Beef,Weight,,number,Kilograms,not available
1982,Graded for Local,Bulls - Beef,Weight,,number,Kilograms,not available
1982,Graded for Local,Total Adult Cattle - Beef,Weight,,number,Kilograms,not available
1982,Graded for Local,Calves,Weight,744,number,Kilograms,
1982,Graded for Local,Vealers,Weight,4461839,number,Kilograms,
1982,Graded for Local,Calves and Vealers,Weight,4462583,number,Kilograms,
1982,Graded for Local,Heifers,Weight,51401042,number,Kilograms,
1982,Graded for Local,Cows,Weight,11131394,number,Kilograms,
1982,Graded for Local,Steers,Weight,53313916,number,Kilograms,
1982,Graded for Local,Bulls,Weight,308518,number,Kilograms,
1982,Graded for Local,Total Adult Cattle,Weight,116154870,number,Kilograms,
